id,tipo_de_servicio,sede,objeto_de_la_atencion,full_address,calle,numero_exterior,numero_interior,colonia,codigo_postal,alcaldia,referencias_de_ubicacion,horario_de_atencion_horas,dias_de_atencion,correo_electronico,telefono_1,extension_1,telefono_2,extension_2,latitude,longitude,numero_consecutivo,coordenadas
,,Modulo de PolicÌa,,,,,,,,,,,,,,,,,19.4961712,-99.0964017,,
,,SECTOR VIAL,,,,,,,,,,,,,,,,,19.5160399,-99.0877777,,
,,PolicÌa Municipal Ecatepec,,,,,,,,,,,,,,,,,19.5160706,-99.087788,,
,,SecretarÌa de Seguriada P˙blica del Distrito Federal,,,,,,,,,,,,,,,,,19.4956373,-99.0956997,,
,,Secretaria de Seguridad Publica del Df,,,,,,,,,,,,,,,,,19.4903585,-99.1012642,,
,,PolicÌa Municipal Ecatepec,,,,,,,,,,,,,,,,,19.505987,-99.0757719,,
,,Oficina de COPACI La Laguna,,,,,,,,,,,,,,,,,19.5159716,-99.0969745,,
,,Modulo de ParticipaciÛn Ciudadana,,,,,,,,,,,,,,,,,19.4901846,-99.0739878,,
,,Modulo de Policia,,,,,,,,,,,,,,,,,19.4931101,-99.0918671,,
,,Modulo de policias,,,,,,,,,,,,,,,,,19.4916664,-99.0807826,,
,,Modulo de Segurida 5 de Mayo,,,,,,,,,,,,,,,,,19.4929613,-99.0976908,,
,,Modulo 9,,,,,,,,,,,,,,,,,19.4915307,-99.0801994,,
,,MODULO DE VIGILANCIA,,,,,,,,,,,,,,,,,19.5022016,-99.0897277,,
,,Parada Bus,,,,,,,,,,,,,,,,,19.5088222,-99.09047,,
,,Seguridad Publica base Rivapalacio - Pantitlan,,,,,,,,,,,,,,,,,19.4082181,-99.0446255,,
,,Seguridad Publica Base Jose Del Pilar,,,,,,,,,,,,,,,,,19.410011,-99.052153,,
,,M”DULO DE SEGURIDAD Y PARTICIPACI”N CIUDADANA,,,,,,,,,,,,,,,,,19.4155652,-99.0683628,,
,,Policia Municipal 5D,,,,,,,,,,,,,,,,,19.4204444,-99.0487801,,
,,EstaciÛn De PolicÌa Pantitlan,,,,,,,,,,,,,,,,,19.4125843,-99.0572529,,
,,PolicÌa Municipal,,,,,,,,,,,,,,,,,19.4100215,-99.052158,,
,,Ministerio Publico,,,,,,,,,,,,,,,,,19.4244984,-99.0671166,,
,,Agencia Del Ministerio P˙blico Especializada En AtenciÛn a Usuarios del STC Metro,,,,,,,,,,,,,,,,,19.4160215,-99.0745519,,
,,PGJ Aeropuerto,,,,,,,,,,,,,,,,,19.4377967,-99.0788825,,
,,Modulo de Policia Municipal de NezahualcÛyotl,,,,,,,,,,,,,,,,,19.4303335,-99.052099,,
,,Hangar PolicÌa Federal,,,,,,,,,,,,,,,,,19.4295976,-99.0718819,,
,,Ct-6A Policia Municipal,,,,,,,,,,,,,,,,,19.4216223,-99.0543562,,
,,SECRETARIA DE SEGURIDAD PUBLICA DE LA CDMX U.P.C. ARENAL,,,,,,,,,,,,,,,,,19.4306329,-99.0522577,,
,,Policia Federal.,,,,,,,,,,,,,,,,,19.3473343,-99.2864452,,
,,MÛdulos De Seguridad Y ParticipaciÛn Ciudadana.,,,,,,,,,,,,,,,,,19.3258609,-99.2596434,,
,,UPC SAN JER”NIMO,,,,,,,,,,,,,,,,,19.3099256,-99.2586567,,
,,MODULO DE PROTECCION CIVIL Y SEGURIDAD PUBLICA,,,,,,,,,,,,,,,,,19.3277293,-99.2789854,,
,,Previson Policia Df,,,,,,,,,,,,,,,,,19.2870691,-99.0603405,,
,,SAFETY MODULE AND CIVIC PARTICIPATION,,,,,,,,,,,,,,,,,19.292778,-99.04592,,
,,MODULO DE SEGURIDAD M8,,,,,,,,,,,,,,,,,19.2943507,-99.1649641,,
,,Destacamento de la POLICIA auxiliar,,,,,,,,,,,,,,,,,19.2898873,-99.1663083,,
,,Caseta de PolicÌa Bancaria,,,,,,,,,,,,,,,,,19.2965746,-99.1575947,,
,,Policia auxiliar cdmx sector 59,,,,,,,,,,,,,,,,,19.2885891,-99.1673671,,
,,Fiscalia Desconcentrada de investigaciÛn en Tlalpan CoordinaciÛn Territorial TLP-2 TLP-3,,,,,,,,,,,,,,,,,19.2835908,-99.1656263,,
,,SSPCDMX U.P.C. Granjas,,,,,,,,,,,,,,,,,19.3569006,-99.1064184,,
,,DirecciÛn General De La PolicÌa Preventiva Zona Sur,,,,,,,,,,,,,,,,,19.3348602,-99.1138498,,
,,"EstaciÛn De PolicÌa ""Escuadron 201""",,,,,,,,,,,,,,,,,19.3701151,-99.1079267,,
,,Estacion de Policia,,,,,,,,,,,,,,,,,19.356976,-99.1064166,,
,,SecretarÌa De Seguridad P˙blica U.P.C.Abasto,,,,,,,,,,,,,,,,,19.3730966,-99.0954175,,
,,ArtÌculos para policÌa El Sector,,,,,,,,,,,,,,,,,19.33429,-99.115457,,
,,MODULOS DE SEGURIDAD Y PARTICIPACION CIUDADANA,,,,,,,,,,,,,,,,,19.3388752,-99.0828907,,
,,Policia Auxiliar del Distrito Federal 64,,,,,,,,,,,,,,,,,19.450429,-99.1701989,,
,,3ra Unidad de ProtecciÛn Ciudadana,,,,,,,,,,,,,,,,,19.438339,-99.153336,,
,,"EstaciÛn De PolicÌa ""Ricardo Flores Magon"" Cdmx",,,,,,,,,,,,,,,,,19.4547727,-99.1569017,,
,,Castillo Polanco Citizen Protection,,,,,,,,,,,,,,,,,19.457529,-99.1593198,,
,,Ministry of Public Security CDMX,,,,,,,,,,,,,,,,,19.4243568,-99.1635301,,
,,POLICÕA AUXILIAR D.F.,,,,,,,,,,,,,,,,,19.4536505,-99.1521017,,
,,Unidad de Policia Embajada,,,,,,,,,,,,,,,,,19.4317667,-99.1337756,,
,,Caja de PrevisiÛn de la PolicÌa Auxiliar,,,,,,,,,,,,,,,,,19.4446601,-99.1449667,,
,,General Police Headquarters Research,,,,,,,,,,,,,,,,,19.4236167,-99.1491622,,
,,Destacamento de la PolicÌa,,,,,,,,,,,,,,,,,19.426484,-99.1608381,,
,,CAJA DE PREVENCI”N DE LA POLICÕA PREVENTIVA DEL DISTRITO FEDERAL,,,,,,,,,,,,,,,,,19.4259088,-99.1381243,,
,,Sector de policÌa,,,,,,,,,,,,,,,,,19.437177,-99.1540551,,
,,Confidence Federal Police Control,,,,,,,,,,,,,,,,,19.4259733,-99.1684287,,
,,PolicÌa Preventiva Base Hurac·n,,,,,,,,,,,,,,,,,19.4425199,-99.1575848,,
,,Policia Auxiliar del Distrito Federal,,,,,,,,,,,,,,,,,19.4517293,-99.1476091,,
,,PolicÌa TurÌstica,,,,,,,,,,,,,,,,,19.4259077,-99.1666972,,
,,PolicÌa Auxiliar Agrupamiento 51,,,,,,,,,,,,,,,,,19.4531972,-99.1632776,,
,,Unidad de PolicÌa de Proximidad,,,,,,,,,,,,,,,,,19.4589804,-99.1672165,,
,,59 Agrupamiento,,,,,,,,,,,,,,,,,19.4437574,-99.1426655,,
,,"EstaciÛn De PolicÌa ""Gutemberg""",,,,,,,,,,,,,,,,,19.4334704,-99.1717461,,
,,Ssp del Df,,,,,,,,,,,,,,,,,19.469518,-99.0753997,,
,,Caseta de PolicÌa,,,,,,,,,,,,,,,,,19.4674551,-99.0506327,,
,,PGJ Aeropuerto,,,,,,,,,,,,,,,,,19.4377967,-99.0788825,,
,,"Sector 3 Lago, PolicÌa NezahualcÛyotl",,,,,,,,,,,,,,,,,19.4591445,-99.0447699,,
,,Modulo Policia,,,,,,,,,,,,,,,,,19.4722031,-99.0542834,,
,,Modulo de policia - Mercado Prados de Aragon,,,,,,,,,,,,,,,,,19.4704413,-99.0457849,,
,,"Secretaria De Seguridad Ciudadana RegiÛn XXX ""Las Armas""",,,,,,,,,,,,,,,,,19.4698082,-99.0426342,,
,,Upc Aeropuerto,,,,,,,,,,,,,,,,,19.4481387,-99.0766615,,
,,"EstaciÛn De Policia ""Villa De AragÛn""",,,,,,,,,,,,,,,,,19.4621085,-99.0620968,,
,,SecretarÌa de Seguridad P˙blica del Distrito Federal Modulo Santa Barbara,,,,,,,,,,,,,,,,,19.4964601,-99.1769163,,
,,SSP,,,,,,,,,,,,,,,,,19.4961486,-99.1738442,,
,,Modulo De PolicÌa CDMX,,,,,,,,,,,,,,,,,19.511138,-99.2092249,,
,,Cuartel de PolicÌa SSP CDMX,,,,,,,,,,,,,,,,,19.5183584,-99.2018823,,
,,EstaciÛn de PolicÌa SSP CDMX,,,,,,,,,,,,,,,,,19.508315,-99.205749,,
,,Estacion de policia,,,,,,,,,,,,,,,,,19.5098774,-99.1891912,,
,,MÛdulo de PolicÌa SSP CDMX,,,,,,,,,,,,,,,,,19.5171812,-99.2028012,,
,,MÛdulo PolicÌa SSC CDMX,,,,,,,,,,,,,,,,,19.5144301,-99.1967627,,
,,Policia Auxiliar Edo. Mex.,,,,,,,,,,,,,,,,,19.5218498,-99.1714588,,
,,SSPCDMX,,,,,,,,,,,,,,,,,19.5083985,-99.2057561,,
,,Policia Auxiliar del Df,,,,,,,,,,,,,,,,,19.4961938,-99.173834,,
,,Estacion De PolicÌa Prados Del Rosario,,,,,,,,,,,,,,,,,19.5080056,-99.2100446,,
,,EstaciÛn de policÌa Luis Cabrera,,,,,,,,,,,,,,,,,19.3214647,-99.2209853,,
,,PolicÌa Federal de Caminos,,,,,,,,,,,,,,,,,19.3163155,-99.2205189,,
,,Modulo de Policia,,,,,,,,,,,,,,,,,19.324161,-99.24145,,
,,SAFETY MODULE AND CIVIC PARTICIPATION,,,,,,,,,,,,,,,,,19.2961456,-99.2203248,,
,,Security Module - S.S.P. D. F.,,,,,,,,,,,,,,,,,19.3074227,-99.2058906,,
,,Sector De Policia Mixquic,,,,,,,,,,,,,,,,,19.264102,-99.0018491,,
,,MÛdulo de policÌa montada tulyehualco,,,,,,,,,,,,,,,,,19.2521232,-99.0078109,,
,,Modulo de seguridad.,,,,,,,,,,,,,,,,,19.2415001,-98.9954625,,
,,Estacion De PolicÌa Eje Central,,,,,,,,,,,,,,,,,19.3722773,-99.1493708,,
,,PolicÌa del Distrito Federal,,,,,,,,,,,,,,,,,19.3792598,-99.1259865,,
,,SecretarÌa de Seguridad P˙blica PolicÌa Auxiliar del Distrito Federal Sector 73,,,,,,,,,,,,,,,,,19.383573,-99.135404,,
,,Delegacion Policia,,,,,,,,,,,,,,,,,19.3736269,-99.1405966,,
,,Modulo Policia,,,,,,,,,,,,,,,,,19.3709039,-99.1513494,,
,,MODULOS DE SEGURIDAD Y PARTICIPACI”N CIUDADANA,,,,,,,,,,,,,,,,,19.3979091,-99.1425668,,
,,Estacion de Policia,,,,,,,,,,,,,,,,,19.3857339,-99.1216095,,
,,Delegacion de Policia Jusgado Civico,,,,,,,,,,,,,,,,,19.373545,-99.1401858,,
,,Policia Auxiliar Sector 74,,,,,,,,,,,,,,,,,19.3709111,-99.1464707,,
,,PUBLIC SECURITY SECRETARY,,,,,,,,,,,,,,,,,19.3905308,-99.146836,,
,,56 Agrupamiento de la PolicÌa Auxiliar,,,,,,,,,,,,,,,,,19.3956402,-99.169119,,
,,Modulo de la SecretarÌa de Seguridad P˙blica,,,,,,,,,,,,,,,,,19.3828169,-99.1809939,,
,,EstaciÛn de PolicÌa Parque LÛpez Velarde,,,,,,,,,,,,,,,,,19.4075147,-99.1562391,,
,,Sector de policÌa portales,,,,,,,,,,,,,,,,,19.3946088,-99.1880866,,
,,Modulo de policia,,,,,,,,,,,,,,,,,19.4025985,-99.1848446,,
,,MÛdulo de policia,,,,,,,,,,,,,,,,,19.4019725,-99.1775111,,
,,Seguridad P˙blica,,,,,,,,,,,,,,,,,19.4028716,-99.1556107,,
,,Secretaria de Seguridad P˙blica del Gobierno del Distrito Federal Sector 35 Tacubaya,,,,,,,,,,,,,,,,,19.4014057,-99.1841531,,
,,MÛdulos de Seguridad y ParticipaciÛn Ciudadana,,,,,,,,,,,,,,,,,19.3889106,-99.1778024,,
,,Organo Interno De Control En La PolicÌa Federal,,,,,,,,,,,,,,,,,19.3926249,-99.1816064,,
,,"EstaciÛn de Policia ""Acueducto de Guadalupe""",,,,,,,,,,,,,,,,,19.5012118,-99.1178309,,
,,Policia,,,,,,,,,,,,,,,,,19.4938708,-99.150425,,
,,Modulo De Policia SSPCDMX Ticom·n,,,,,,,,,,,,,,,,,19.5160882,-99.1330565,,
,,Policia local,,,,,,,,,,,,,,,,,19.4924501,-99.1465162,,
,,Policia BancarÌa Industrial,,,,,,,,,,,,,,,,,19.5052593,-99.121576,,
,,SAFETY MODULE AND CIVIC PARTICIPATION,,,,,,,,,,,,,,,,,19.494344,-99.1278599,,
,,"EstaciÛn De PolicÌa ""Cien Metros""",,,,,,,,,,,,,,,,,19.5262636,-99.1584928,,
,,POLICIA AUXILIAR,,,,,,,,,,,,,,,,,19.5010861,-99.1176401,,
,,EstaciÛn de PolicÌa Gran Canal,,,,,,,,,,,,,,,,,19.4670435,-99.0947663,,
,,Modulo De La SSP policia Oceania,,,,,,,,,,,,,,,,,19.4345519,-99.1078732,,
,,PolicÌa Bancaria e Industrial sector G,,,,,,,,,,,,,,,,,19.4670435,-99.0947663,,
,,Caja de PrevisiÛn de La Policia Preventiva del Df,,,,,,,,,,,,,,,,,19.4472507,-99.1219431,,
,,PolicÌa bancaria,,,,,,,,,,,,,,,,,19.4432745,-99.0996013,,
,,EstaciÛn de PolicÌa OceanÌa,,,,,,,,,,,,,,,,,19.43453,-99.1079218,,
,,Modulo de Policia,,,,,,,,,,,,,,,,,19.4591618,-99.1033815,,
,,Modulo de policia,,,,,,,,,,,,,,,,,19.466052,-99.1177123,,
,,Accesorios Policiales,,,,,,,,,,,,,,,,,19.4348217,-99.1177862,,
,,Modulo de Policia,,,,,,,,,,,,,,,,,19.4624654,-99.1130327,,
,,"EstaciÛn De Policia ""SSP""",,,,,,,,,,,,,,,,,19.4611889,-99.0883585,,
,,Modulo de Policia,,,,,,,,,,,,,,,,,19.4654505,-99.1053929,,
,,POLICE MODULE,,,,,,,,,,,,,,,,,19.4607684,-99.1212658,,
,,MÛdulo de Policia,,,,,,,,,,,,,,,,,19.4679304,-99.1202915,,
,,Estcion de Policia Merced,,,,,,,,,,,,,,,,,19.4280286,-99.1198125,,
,,SECRETARIA DE SEGURIDAD PUBLICA UNIDAD DE PROTECCI”N CIUDADANA G.A.M. 07 CUCHILLA,,,,,,,,,,,,,,,,,19.4613438,-99.0882873,,
,,EstaciÛn De Policia Constitucion De 1917,,,,,,,,,,,,,,,,,19.3442131,-99.0609923,,
,,"Sector de policia sspdf ""Estrella-quetzal """,,,,,,,,,,,,,,,,,19.3381624,-99.0747551,,
,,SecretarÌa de Seguridad P˙blica,,,,,,,,,,,,,,,,,19.3382574,-99.0747897,,
,,UNIDAD DE PROTECCION CIUDADANA ESTRELLA,,,,,,,,,,,,,,,,,19.3382858,-99.0747161,,
,,DirecciÛn de Operacion Vial Zona 1 Norte,,,,,,,,,,,,,,,,,19.4109549,-99.1014786,,
,,POLICE STATION,,,,,,,,,,,,,,,,,19.4250073,-99.1150947,,
,,Modulo De La SSP policia Oceania,,,,,,,,,,,,,,,,,19.4345519,-99.1078732,,
,,PGJ Aeropuerto,,,,,,,,,,,,,,,,,19.4377967,-99.0788825,,
,,EstaciÛn de PolicÌa OceanÌa,,,,,,,,,,,,,,,,,19.43453,-99.1079218,,
,,Agencia Del Ministerio P˙blico Especializada En AtenciÛn a Usuarios del STC Metro,,,,,,,,,,,,,,,,,19.4160215,-99.0745519,,
,,Angar de la Policia Federal,,,,,,,,,,,,,,,,,19.4221626,-99.083217,,
,,EstaciÛn de PolicÌa Fray Servando Cdmx,,,,,,,,,,,,,,,,,19.4196983,-99.1118742,,
,,EstaciÛn de PolicÌa Avenida del Taller,,,,,,,,,,,,,,,,,19.4135656,-99.1133353,,
,,ESTACI”N DE POLICÕA A—IL,,,,,,,,,,,,,,,,,19.4025687,-99.098088,,
,,Police station,,,,,,,,,,,,,,,,,19.4364535,-99.1314749,,
,,3ra Unidad de ProtecciÛn Ciudadana,,,,,,,,,,,,,,,,,19.438339,-99.153336,,
,,"EstaciÛn De PolicÌa ""Ricardo Flores Magon"" Cdmx",,,,,,,,,,,,,,,,,19.4547727,-99.1569017,,
,,Castillo Polanco Citizen Protection,,,,,,,,,,,,,,,,,19.457529,-99.1593198,,
,,POLICÕA AUXILIAR D.F.,,,,,,,,,,,,,,,,,19.4536505,-99.1521017,,
,,Caja de PrevisiÛn de la PolicÌa Auxiliar,,,,,,,,,,,,,,,,,19.4446601,-99.1449667,,
,,Police station,,,,,,,,,,,,,,,,,19.4707405,-99.1361379,,
,,Sector de policÌa,,,,,,,,,,,,,,,,,19.437177,-99.1540551,,
,,Unidad de Policia Embajada,,,,,,,,,,,,,,,,,19.4317667,-99.1337756,,
,,PolicÌa Preventiva Base Hurac·n,,,,,,,,,,,,,,,,,19.4425199,-99.1575848,,
,,Policia Auxiliar del Distrito Federal,,,,,,,,,,,,,,,,,19.4517293,-99.1476091,,
,,DIRECCI”N DE SEGURIDAD ESCOLAR,,,,,,,,,,,,,,,,,19.4369749,-99.1312176,,
,,59 Agrupamiento,,,,,,,,,,,,,,,,,19.4437574,-99.1426655,,
,,MÛdulo de PolicÌa Buenavista,,,,,,,,,,,,,,,,,19.4503083,-99.1485231,,
,,"Modulo de Policias ""Porvenir 1"".",,,,,,,,,,,,,,,,,19.4678712,-99.1469104,,
,,Agrupamiento PolicÌa Auxiliar,,,,,,,,,,,,,,,,,19.4435176,-99.1431567,,
,,modulo policia,,,,,,,,,,,,,,,,,19.4553487,-99.1493877,,
,,"Region 1 ""TEUTLI"" Policia Auxiliar",,,,,,,,,,,,,,,,,19.4689514,-99.1355488,,
,,Sector 69.,,,,,,,,,,,,,,,,,19.4435387,-99.1432354,,
,,Caja de PrevisiÛn de La Policia Preventiva del Df,,,,,,,,,,,,,,,,,19.4472507,-99.1219431,,
,,Secretaria De Seguridad Publica Upc La Noria,,,,,,,,,,,,,,,,,19.2355209,-99.1238469,,
,,MODULO DE POLICÕA,,,,,,,,,,,,,,,,,19.244653,-99.1074705,,
,,MODULO DE SEGURIDAD PUBLICA,,,,,,,,,,,,,,,,,19.2455521,-99.1143587,,
,,UPM MONTADA,,,,,,,,,,,,,,,,,19.2346711,-99.1203315,,
,,Police module,,,,,,,,,,,,,,,,,19.3645064,-99.1737241,,
,,Modulo de Seguridad,,,,,,,,,,,,,,,,,19.3773015,-99.1630898,,
,,Modulo de la SecretarÌa de Seguridad P˙blica,,,,,,,,,,,,,,,,,19.3828169,-99.1809939,,
,,PGJ Procuraduria General de Justicia,,,,,,,,,,,,,,,,,19.3656447,-99.1726331,,
,,Policia Cdmx,,,,,,,,,,,,,,,,,19.3650878,-99.1801643,,
,,Modulo de Seguridad y ParticipaciÛn Ciudadana,,,,,,,,,,,,,,,,,19.3645568,-99.1632328,,
,,modulo de policia,,,,,,,,,,,,,,,,,19.3659226,-99.1955665,,
,,MÛdulos de Seguridad y ParticipaciÛn Ciudadana,,,,,,,,,,,,,,,,,19.3889106,-99.1778024,,
,,56 Agrupamiento de la PolicÌa Auxiliar,,,,,,,,,,,,,,,,,19.3956402,-99.169119,,
,,CorporaciÛn Auxiliar de PolicÌa de ProtecciÛn Ciudadana.,,,,,,,,,,,,,,,,,19.4128565,-99.1744505,,
,,modulo de segurida,,,,,,,,,,,,,,,,,19.4106551,-99.1593904,,
,,Sector de policÌa portales,,,,,,,,,,,,,,,,,19.3946088,-99.1880866,,
,,Camara de Fotomulta,,,,,,,,,,,,,,,,,19.4159684,-99.1766808,,
,,Ministry of Public Security CDMX,,,,,,,,,,,,,,,,,19.4243568,-99.1635301,,
,,Cuerpo de PolicÌa militar,,,,,,,,,,,,,,,,,19.4199999,-99.1932827,,
,,Modulo de policia,,,,,,,,,,,,,,,,,19.4025985,-99.1848446,,
,,MÛdulo de policia,,,,,,,,,,,,,,,,,19.4019725,-99.1775111,,
,,Modulo de PolicÌa - SSP,,,,,,,,,,,,,,,,,19.4163658,-99.1807042,,
,,RegiÛn de Policia 10,,,,,,,,,,,,,,,,,19.4243164,-99.1635833,,
,,Secretaria de Seguridad P˙blica del Gobierno del Distrito Federal Sector 35 Tacubaya,,,,,,,,,,,,,,,,,19.4014057,-99.1841531,,
,,MÛdulos de Seguridad y ParticipaciÛn Ciudadana,,,,,,,,,,,,,,,,,19.3889106,-99.1778024,,
,,Organo Interno De Control En La PolicÌa Federal,,,,,,,,,,,,,,,,,19.3926249,-99.1816064,,
,,Asuntos Internos de la Guardia Nacional,,,,,,,,,,,,,,,,,19.309952,-99.174023,,
,,Insurgentes Sur Police Station,,,,,,,,,,,,,,,,,19.3049529,-99.1858859,,
,,BASE 5 VIGILANCIA UNAM,,,,,,,,,,,,,,,,,19.3237288,-99.1880232,,
,,Security Module - S.S.P. D. F.,,,,,,,,,,,,,,,,,19.3074227,-99.2058906,,
,,Police station,,,,,,,,,,,,,,,,,19.4707405,-99.1361379,,
,,"EstaciÛn De PolicÌa ""Ricardo Flores Magon"" Cdmx",,,,,,,,,,,,,,,,,19.4547727,-99.1569017,,
,,POLICÕA AUXILIAR D.F.,,,,,,,,,,,,,,,,,19.4536505,-99.1521017,,
,,POLICIA SECTOR LINDAVISTA,,,,,,,,,,,,,,,,,19.4843399,-99.1465851,,
,,Castillo Polanco Citizen Protection,,,,,,,,,,,,,,,,,19.457529,-99.1593198,,
,,PolicÌa Federal SIDEPOL edificio 'A',,,,,,,,,,,,,,,,,19.48443,-99.1596459,,
,,"Secretaria General, SIDEPOL, CAS; PolicÌa Federal",,,,,,,,,,,,,,,,,19.4870769,-99.1579618,,
,,Modulo de Policias.,,,,,,,,,,,,,,,,,19.4727983,-99.1460856,,
,,"Modulo de Policias ""Porvenir 1"".",,,,,,,,,,,,,,,,,19.4678712,-99.1469104,,
,,UPC Tepeyac,,,,,,,,,,,,,,,,,19.4746913,-99.1314285,,
,,PolicÌa Bancaria E Industrial del D.F. - Corporativo,,,,,,,,,,,,,,,,,19.4870014,-99.1453126,,
,,Estacion De Policia R. Dominguez,,,,,,,,,,,,,,,,,19.4707657,-99.1360946,,
,,Policia Auxiliar del Distrito Federal,,,,,,,,,,,,,,,,,19.4517293,-99.1476091,,
,,modulo policia,,,,,,,,,,,,,,,,,19.4553487,-99.1493877,,
,,Modulo De Seguridad Schubert,,,,,,,,,,,,,,,,,19.4624549,-99.1382442,,
,,"Region 1 ""TEUTLI"" Policia Auxiliar",,,,,,,,,,,,,,,,,19.4689514,-99.1355488,,
,,Sector 54 policÌa auxiliar,,,,,,,,,,,,,,,,,19.4842306,-99.1457639,,
,,oficina policia df,,,,,,,,,,,,,,,,,19.4869971,-99.1453162,,
,,modulo policial,,,,,,,,,,,,,,,,,19.4539378,-99.1441303,,
,,MÛdulo de Policia,,,,,,,,,,,,,,,,,19.4679304,-99.1202915,,
,,POLICIA MUNICIPAL LOS REYES LA PAZ,,,,,,,,,,,,,,,,,19.3417579,-98.9770157,,
,,POLICÕA PREVENTIVA MUNICIPAL SECTOR X,,,,,,,,,,,,,,,,,19.3366295,-98.9531207,,
,,Policia Municipal Sector 6,,,,,,,,,,,,,,,,,19.349103,-98.9764019,,
,,TECALLI,,,,,,,,,,,,,,,,,19.345142,-98.975871,,
,,Policia Montada,,,,,,,,,,,,,,,,,19.3376338,-98.98145,,
,,Jd venta de equipo t·ctico y policial,,,,,,,,,,,,,,,,,19.346129,-98.9751047,,
,,SecretarÌa de Seguridad P˙blica del Distrito Federal Modulo Santa Barbara,,,,,,,,,,,,,,,,,19.4964601,-99.1769163,,
,,PolicÌa Federal SIDEPOL edificio 'A',,,,,,,,,,,,,,,,,19.48443,-99.1596459,,
,,SSP,,,,,,,,,,,,,,,,,19.4961486,-99.1738442,,
,,"Secretaria General, SIDEPOL, CAS; PolicÌa Federal",,,,,,,,,,,,,,,,,19.4870769,-99.1579618,,
,,Sector Claveria,,,,,,,,,,,,,,,,,19.4828985,-99.1891459,,
,,"Estacion De Policia "" Industrial Vallejo""",,,,,,,,,,,,,,,,,19.4909852,-99.1684843,,
,,Estacion de policia,,,,,,,,,,,,,,,,,19.5098774,-99.1891912,,
,,Policia Auxiliar del Df,,,,,,,,,,,,,,,,,19.4961938,-99.173834,,
,,S.S.P. Archivo D.G.P.P. Zona Poniente.,,,,,,,,,,,,,,,,,19.4828884,-99.1890162,,
,,PolicÌa Preventiva Izp 3 Sectoer Abasto,,,,,,,,,,,,,,,,,19.3752413,-99.0880831,,
,,SecretarÌa de Seguridad P˙blica del Distrito Federal Modulo de Policia,,,,,,,,,,,,,,,,,19.3836311,-99.1056563,,
,,PolicÌa Delegacional,,,,,,,,,,,,,,,,,19.3799041,-99.1132809,,
,,"EstaciÛn De PolicÌa ""Escuadron 201""",,,,,,,,,,,,,,,,,19.3701151,-99.1079267,,
,,EstaciÛn De PolicÌa Circuito Interior,,,,,,,,,,,,,,,,,19.3785193,-99.101459,,
,,Modulo de Vigilancia,,,,,,,,,,,,,,,,,19.385883,-99.0862473,,
,,PROCURADURIA GENERAL DE JUSTICIA DEL DISTRITO FEDERAL,,,,,,,,,,,,,,,,,19.3959873,-99.0951603,,
,,SecretarÌa De Seguridad P˙blica U.P.C.Abasto,,,,,,,,,,,,,,,,,19.3730966,-99.0954175,,
,,Estacion De Policia,,,,,,,,,,,,,,,,,19.3762924,-99.0970676,,
,,"EstaciÛn De PolicÌa ""Central De Abasto II""",,,,,,,,,,,,,,,,,19.3744027,-99.0843687,,
,,ESTACI”N DE POLICÕA A—IL,,,,,,,,,,,,,,,,,19.4025687,-99.098088,,
,,Modulo de Policia IZTACALCO,,,,,,,,,,,,,,,,,19.3962389,-99.0964721,,
,,Policia Federal,,,,,,,,,,,,,,,,,19.3719177,-99.0594429,,
,,SSPCDMX DirecciÛn General Zona Oriente,,,,,,,,,,,,,,,,,19.3877833,-99.0598582,,
,,SSP MÛdulo de PolicÌa,,,,,,,,,,,,,,,,,19.443975,-99.1851394,,
,,Modulo de Seguridad P˙blica,,,,,,,,,,,,,,,,,19.4548306,-99.184708,,
,,Policia Auxiliar del Distrito Federal 64,,,,,,,,,,,,,,,,,19.450429,-99.1701989,,
,,EstaciÛn De PolicÌa Gral. Mariano Escobedo,,,,,,,,,,,,,,,,,19.437452,-99.1840065,,
,,Modulo de PolicÌa SSP,,,,,,,,,,,,,,,,,19.4449847,-99.1939883,,
,,SECRETA DE SEGURIDAD PUBLICA DEL D.F,,,,,,,,,,,,,,,,,19.4589443,-99.185168,,
,,Policia Auxiliar del Df,,,,,,,,,,,,,,,,,19.4553445,-99.1862495,,
,,Policia Auxiliar CDMX Sector 53,,,,,,,,,,,,,,,,,19.4344264,-99.2080128,,
,,Modulo de Policia.,,,,,,,,,,,,,,,,,19.4342839,-99.208087,,
,,Unidad de PolicÌa de Proximidad,,,,,,,,,,,,,,,,,19.4589804,-99.1672165,,
,,PolicÌa transito zona vial 5,,,,,,,,,,,,,,,,,19.4720378,-99.1974118,,
,,COMANDANCIA SECTOR 64,,,,,,,,,,,,,,,,,19.4504461,-99.1702861,,
,,"EstaciÛn De PolicÌa ""Gutemberg""",,,,,,,,,,,,,,,,,19.4334704,-99.1717461,,
,,EstaciÛn De PolicÌa Parque Bicentenario,,,,,,,,,,,,,,,,,19.4722799,-99.1981215,,
,,Public Security Module,,,,,,,,,,,,,,,,,19.4585771,-99.1978683,,
,,SecretarÌa de Seguridad P˙blica del Distrito Federal,,,,,,,,,,,,,,,,,19.270971,-99.2062792,,
,,SecretarÌa De Seguridad P˙blica PolicÌa De Proximidad Fuente,,,,,,,,,,,,,,,,,19.2803823,-99.1948401,,
,,POLICIA MONTADA SEMINARIO,,,,,,,,,,,,,,,,,19.2637642,-99.2046538,,
